site,name,prov,type,lon,lat,alt,I,moveTimes,tag,period_date_begin,period_date_end,date_begin,date_end,n_all,n_period
58138,盱眙,江苏,基本站,118.61666666666666,33.05,13.4,8763,4,1,1957-01-01,1981-12-31,1957-01-01,2018-12-31,22645,9131
58139,洪泽,江苏,一般站,118.85,33.3,19.5,8773,11,7,1979-03-01,2004-12-31,1959-01-01,2018-12-31,21915,9438
58140,涟水,江苏,一般站,119.26666666666667,33.78333333333333,9.5,8781,5,4,1979-03-01,2007-12-31,1957-01-01,2018-12-31,22645,10533
58141,淮安,江苏,基准站,119.01666666666667,33.63333333333333,14.4,8783,2,1,2001-01-01,2012-12-31,2001-01-01,2018-12-31,6574,4383
58143,阜宁,江苏,基本站,119.8,33.8,2.1,8786,3,2,1961-10-01,1998-02-28,1960-01-01,2018-12-31,21550,13300
58144,淮阴(清江),江苏,,119.03333333333333,33.6,17.5,8795,8,8,1979-03-01,2000-12-31,1951-01-01,2000-12-31,18263,7977
58145,楚州,江苏,一般站,119.16666666666667,33.53333333333333,7.2,8797,4,2,1979-03-01,2003-04-30,1959-01-01,2018-12-31,21915,8827
58146,建湖,江苏,一般站,119.81666666666666,33.483333333333334,1.8,8801,6,2,1961-09-01,1988-10-31,1959-06-01,2018-12-31,21764,9923
58147,金湖,江苏,一般站,119.03333333333333,33.03333333333333,10.1,8807,3,2,1966-01-01,1998-12-31,1961-01-01,2018-12-31,21184,12053
58148,宝应,江苏,一般站,119.3,33.233333333333334,4.1,8812,9,3,1978-08-01,1997-09-30,1956-11-01,2018-12-31,22706,7001
58150,射阳,江苏,基本站,120.25,33.766666666666666,2.0,8822,6,3,1975-04-01,2013-12-31,1954-01-01,2018-12-31,23741,14155
58151,盐城,江苏,,120.13333333333334,33.38333333333333,2.3,8831,6,6,1961-01-01,1985-12-31,1953-01-01,1985-12-31,12053,9131
58154,盐都,江苏,一般站,120.15,33.38333333333333,1.9,8832,4,1,1978-01-01,2000-11-30,1978-01-01,2018-12-31,14975,8370
58158,大丰,江苏,基本站,120.48333333333333,33.2,3.1,8838,4,3,1981-10-01,2015-11-30,1958-01-01,2018-12-31,22280,12479
58202,阜南,安徽,一般站,115.58333333333333,32.63333333333333,31.4,8842,5,3,1981-01-01,1998-04-30,1957-01-01,2018-12-31,22645,6329
58203,阜阳,安徽,基本站,115.73333333333333,32.86666666666667,32.7,8852,7,7,1999-01-01,2018-12-31,1953-01-01,2018-12-31,24106,7305
58205,淮滨,河南,一般站,115.41666666666667,32.45,29.7,8855,5,3,1968-07-01,2003-12-31,1959-01-01,2018-12-31,21915,12967
58207,潢川,河南,一般站,115.03333333333333,32.15,41.9,8859,3,2,1963-11-01,2005-12-31,1956-12-01,2018-12-31,22676,15402
58208,固始,河南,基本站,115.66666666666667,32.166666666666664,57.1,8868,7,6,1978-01-01,2003-12-31,1952-07-01,2018-12-31,24290,9496
58210,颍上,安徽,一般站,116.26666666666667,32.61666666666667,24.6,8874,6,4,1983-06-01,2006-12-31,1959-01-01,2018-12-31,21915,8615
58212,凤台,安徽,一般站,116.73333333333333,32.71666666666667,22.0,8879,3,2,1964-04-01,2013-12-31,1959-01-01,2018-12-31,21915,18172
58214,霍邱,安徽,一般站,116.28333333333333,32.333333333333336,32.9,8882,3,2,1977-12-01,2014-12-31,1959-02-01,2018-12-31,21884,13545
58215,寿县,安徽,基准站,116.78333333333333,32.55,22.7,8889,7,6,1982-01-01,2012-12-31,1955-01-01,2018-12-31,23376,11323
58220,长丰,安徽,一般站,117.15,32.46666666666667,28.1,8892,2,2,1982-04-01,2018-12-31,1966-04-01,2018-12-31,19268,13424
58221,蚌埠,安徽,基本站,117.36666666666666,32.95,21.0,8896,10,4,1957-01-01,1980-12-31,1951-09-01,2018-12-31,24594,8766
58222,凤阳,安徽,一般站,117.55,32.86666666666667,26.7,8905,4,3,1973-01-01,2006-12-31,1956-08-01,2018-12-31,22798,12418
58223,明光,安徽,一般站,117.98333333333333,32.78333333333333,34.9,8910,5,4,1993-03-01,2011-12-31,1955-12-01,2018-12-31,23042,6880
58224,淮南,安徽,一般站,117.01666666666667,32.65,32.6,8916,6,5,1984-01-01,2016-12-31,1955-01-01,2018-12-31,23376,12054
58225,定远,安徽,基本站,117.66666666666667,32.53333333333333,72.3,8920,4,3,1979-01-01,2007-12-31,1957-01-01,2018-12-31,22645,10592
58230,全椒,安徽,一般站,118.26666666666667,32.083333333333336,31.5,8925,5,4,1986-07-01,2010-12-31,1956-11-01,2018-12-31,22706,8950
58234,来安,安徽,一般站,118.41666666666667,32.46666666666667,40.4,8931,5,5,1985-05-01,2018-12-31,1959-01-01,2018-12-31,21915,12298
58235,六合,江苏,一般站,118.83333333333333,32.35,12.2,8934,6,3,1965-01-01,2008-12-31,1961-01-01,2018-12-31,21184,16071
58236,滁州,安徽,基本站,118.3,32.3,25.3,8941,6,4,1967-05-01,1996-12-31,1951-06-01,2018-12-31,24686,10838
58237,浦口,江苏,一般站,118.61666666666666,32.05,8.9,8946,6,3,1980-11-01,2012-12-31,1960-01-01,2018-12-31,21550,11749
58238,南京,江苏,基准站,118.8,32.0,8.9,8954,7,5,1956-01-01,1998-12-31,1951-01-01,2018-12-31,24837,15706
58240,天长,安徽,一般站,119.01666666666667,32.68333333333333,20.8,8960,6,4,1979-01-01,1999-09-30,1956-11-01,2018-12-31,22706,7578
58241,高邮,江苏,基本站,119.45,32.8,5.4,8966,3,3,1957-10-01,2018-12-31,1954-05-01,2018-12-31,23621,22372
58242,仪征,江苏,一般站,119.16666666666667,32.28333333333333,10.5,8973,9,7,1980-01-01,2007-09-30,1959-01-01,2018-12-31,21915,10135
58243,兴化,江苏,一般站,119.83333333333333,32.93333333333333,3.0,8978,3,2,1979-01-01,2011-12-31,1957-01-01,2018-12-31,22645,12053
58244,江都,江苏,一般站,119.56666666666666,32.45,5.5,8983,6,4,1965-01-01,1995-03-31,1959-01-01,2018-12-31,21915,11047
58245,扬州,江苏,一般站,119.41666666666667,32.416666666666664,9.9,8990,4,4,1994-03-01,2018-12-31,1955-07-01,2018-12-31,23195,9072
58246,泰州,江苏,一般站,119.93333333333334,32.5,5.5,8994,8,4,1980-01-01,2005-06-30,1955-01-01,2018-12-31,23376,9313
58247,扬中,江苏,一般站,119.81666666666666,32.25,4.8,9002,6,4,1985-01-01,2011-12-31,1959-01-01,2018-12-31,21915,9861
58248,镇江,江苏,,119.46666666666667,32.21666666666667,26.4,9007,4,3,1961-01-01,1993-12-31,1951-01-01,1996-12-31,16802,12053
58249,泰兴,江苏,一般站,120.0,32.166666666666664,4.4,9012,5,4,1986-01-01,2010-12-31,1959-04-01,2018-12-31,21825,9131
58250,姜堰,江苏,一般站,120.15,32.516666666666666,5.4,9015,4,2,1965-09-01,2005-05-31,1963-01-01,2018-12-31,20454,14518
58251,东台,江苏,基本站,120.3,32.85,6.3,9019,4,2,1955-01-01,1980-12-31,1953-01-01,2018-12-31,24106,9497
58252,丹徒,江苏,基本站,119.46666666666667,32.18333333333333,27.3,9023,2,2,1981-03-01,2018-12-31,1980-01-01,2018-12-31,14245,13820
58254,海安,江苏,一般站,120.45,32.53333333333333,4.5,9028,5,4,1984-01-01,2006-09-30,1960-01-01,2018-12-31,21550,8309
58255,如皋,江苏,基本站,120.5,32.38333333333333,5.1,9032,6,3,1959-11-01,1977-12-31,1957-01-01,2018-12-31,22645,6636
58257,靖江,江苏,一般站,120.26666666666667,32.0,3.8,9039,8,4,1982-01-01,2007-12-31,1960-01-01,2018-12-31,21550,9496
58259,南通,江苏,基本站,120.85,32.016666666666666,5.3,9049,9,6,1962-04-01,1991-06-30,1951-01-01,2018-12-31,24837,10683
58264,如东,江苏,一般站,121.18333333333334,32.333333333333336,3.6,9054,3,2,1977-01-01,2011-12-31,1959-01-01,2018-12-31,21915,12783
58265,吕泗,江苏,基准站,121.6,32.06666666666667,5.5,9057,3,2,1960-01-01,2011-12-31,1957-01-01,2018-12-31,22645,18993
58268,通州,江苏,一般站,121.08333333333333,32.1,4.3,9059,1,1,1959-01-01,2007-12-31,1959-01-01,2018-12-31,21915,17897
58269,启东,江苏,一般站,121.66666666666667,31.8,4.4,9064,5,2,1965-01-01,1991-12-31,1956-01-01,2018-12-31,23011,9861
58301,商城,河南,一般站,115.38333333333334,31.8,78.1,9068,3,1,1958-01-01,2005-12-31,1958-01-01,2018-12-31,22280,17532
58305,南溪,安徽,,115.63333333333334,31.516666666666666,177.7,9071,2,1,1957-11-01,1981-12-31,1957-11-01,1991-06-30,12295,8827
58306,金寨,安徽,一般站,115.88333333333334,31.683333333333334,95.4,9076,3,3,1981-01-01,2018-12-31,1960-01-01,2018-12-31,21550,13879
58311,六安,安徽,基本站,116.5,31.75,60.5,9079,4,3,1982-03-01,2006-12-31,1955-11-01,2018-12-31,23072,9072
58314,霍山,安徽,基本站,116.31666666666666,31.4,68.1,9085,6,5,1982-01-01,2006-12-31,1954-01-01,2018-12-31,23741,9131
58316,舒城,安徽,一般站,116.95,31.466666666666665,22.0,9089,4,3,1982-01-01,2010-12-31,1956-08-01,2018-12-31,22798,10592
58317,岳西,安徽,一般站,116.36666666666666,30.866666666666667,434.2,9095,5,5,1979-12-01,2018-12-31,1956-11-01,2018-12-31,22706,14276
58319,桐城,安徽,基准站,116.95,31.066666666666666,85.4,9099,4,4,1982-01-01,2018-12-31,1956-11-01,2018-12-31,22706,13514
58320,肥西,安徽,一般站,117.13333333333334,31.733333333333334,21.8,9103,5,4,1983-09-01,2017-12-31,1959-01-01,2018-12-31,21915,12541
58321,合肥,安徽,基本站,117.23333333333333,31.866666666666667,27.9,9111,9,7,1980-07-01,2002-12-31,1952-08-01,2018-12-31,24259,8219
58323,肥东,安徽,一般站,117.46666666666667,31.866666666666667,26.1,9114,5,1,1961-01-01,1981-12-31,1961-01-01,2018-12-31,21184,7670
58326,巢湖,安徽,基本站,117.86666666666666,31.616666666666667,22.4,9120,3,2,1966-05-01,2009-12-31,1956-10-01,2018-12-31,22737,15951
58327,庐江,安徽,一般站,117.28333333333333,31.25,20.2,9124,4,3,1982-03-01,2011-12-31,1957-01-01,2018-12-31,22645,10898
58329,无为,安徽,一般站,117.9,31.3,17.2,9129,5,4,1982-01-01,2007-12-31,1957-01-01,2018-12-31,22645,9496
58330,含山,安徽,一般站,118.11666666666666,31.716666666666665,18.0,9135,6,5,1982-01-01,2005-12-31,1957-01-01,2018-12-31,22645,8766
58331,和县,安徽,一般站,118.36666666666666,31.733333333333334,22.5,9140,4,4,1982-01-01,2018-12-31,1959-04-01,2018-12-31,21825,13514
58333,江宁,江苏,,118.85,31.95,22.1,9143,4,3,1965-01-01,2005-12-31,1960-01-01,2007-12-31,17532,14975
58334,芜湖,安徽,一般站,118.35,31.333333333333332,14.8,9149,9,5,1956-10-01,1980-12-31,1952-01-01,2018-12-31,24472,8858
58335,当涂,安徽,一般站,118.5,31.566666666666666,9.3,9158,8,5,1981-01-01,2006-12-31,1956-08-01,2018-12-31,22798,9496
58336,马鞍山,安徽,基本站,118.51666666666667,31.7,23.4,9164,4,3,1981-01-01,2010-12-31,1959-03-01,2018-12-31,21856,10957
58337,繁昌,安徽,一般站,118.18333333333334,31.083333333333332,26.8,9170,6,5,1981-01-01,2017-12-31,1959-01-01,2018-12-31,21915,13514
58338,芜湖县,安徽,基本站,118.58333333333333,31.15,21.1,9174,5,3,1986-06-01,2008-12-31,1975-01-01,2018-12-31,16071,8250
58339,高淳,江苏,一般站,118.88333333333334,31.316666666666666,14.0,9180,7,4,1974-05-01,2001-12-31,1959-01-01,2018-12-31,21915,10107
58340,溧水,江苏,一般站,119.03333333333333,31.666666666666668,16.4,9186,9,3,1965-01-01,1996-05-31,1957-01-01,2018-12-31,22645,11474
58341,丹阳,江苏,一般站,119.53333333333333,31.983333333333334,7.6,9193,6,1,1955-01-01,1979-11-30,1955-01-01,2018-12-31,23376,9100
58342,金坛,江苏,一般站,119.55,31.75,9.1,9204,9,5,1971-07-01,2003-12-31,1956-01-01,2018-12-31,23011,11872
58343,常州,江苏,基本站,119.95,31.766666666666666,9.2,9213,8,5,1961-05-01,1981-12-31,1952-01-01,2018-12-31,24472,7550
58344,句容,江苏,一般站,119.16666666666667,31.95,26.1,9221,6,5,1977-01-01,2008-12-31,1959-01-01,2018-12-31,21915,11688
58345,溧阳,江苏,基本站,119.48333333333333,31.433333333333334,7.0,9227,11,5,1957-11-01,1986-09-30,1953-01-01,2018-12-31,24106,10561
58346,宜兴,江苏,一般站,119.81666666666666,31.366666666666667,6.5,9236,9,3,1962-01-01,1991-12-31,1959-01-01,2018-12-31,21915,10957
58349,苏州,江苏,一般站,120.63333333333334,31.266666666666666,4.8,9243,3,1,1995-01-01,2011-12-31,1995-01-01,2018-12-31,8766,6209
58351,江阴,江苏,一般站,120.3,31.9,4.2,9253,8,8,2003-01-01,2018-12-31,1957-01-01,2018-12-31,22645,5844
58352,常熟,江苏,一般站,120.73333333333333,31.65,4.2,9258,7,5,1980-01-01,1994-06-30,1957-01-01,2018-12-31,22645,5295
58353,张家港,江苏,一般站,120.55,31.866666666666667,6.8,9262,6,2,1979-01-01,1997-03-31,1967-01-01,2018-12-31,18993,6665
58354,无锡,江苏,基本站,120.31666666666666,31.583333333333332,5.6,9270,7,4,1965-02-01,1992-08-31,1955-01-01,2018-12-31,23376,10074
58356,昆山,江苏,基本站,120.95,31.416666666666668,4.2,9275,3,2,1974-05-01,2005-12-31,1960-01-01,2018-12-31,21550,11568
58357,苏州,江苏,,120.63333333333334,31.316666666666666,5.8,9280,4,4,1980-01-01,1994-12-31,1961-01-01,1994-12-31,12418,5479
58358,东山,江苏,基本站,120.43333333333334,31.066666666666666,17.5,9281,3,1,1956-01-01,2011-12-31,1956-01-01,2018-12-31,23011,20454
58359,吴江,江苏,一般站,120.63333333333334,31.166666666666668,4.5,9287,4,3,1987-12-01,2008-12-31,1959-01-01,2018-12-31,21915,7702
58360,海门,江苏,一般站,121.2,31.9,4.5,9291,5,2,1965-01-01,1987-09-30,1960-01-01,2018-12-31,21550,8308
58361,闵行,上海,一般站,121.36666666666666,31.1,5.5,9301,6,6,2003-05-01,2018-12-31,1959-01-01,2018-12-31,21915,5724
58362,宝山,上海,基本站,121.45,31.4,5.5,9309,6,6,2003-01-01,2018-12-31,1959-01-01,2018-12-31,21915,5844
58365,嘉定,上海,一般站,121.25,31.366666666666667,4.4,9311,4,2,1962-05-01,2016-02-29,1959-01-01,2018-12-31,21915,19663
58366,崇明,上海,一般站,121.45,31.616666666666667,4.1,9318,6,4,1980-01-01,2003-04-30,1959-05-01,2018-12-31,21795,8521
58367,徐家汇,上海,一般站,121.43333333333334,31.166666666666668,4.5,9323,6,3,1956-01-01,1980-12-31,1951-01-01,2018-12-31,24837,9132
58369,南汇,上海,一般站,121.75,31.05,4.2,9328,3,1,1956-01-01,1981-12-31,1956-01-01,2018-12-31,23011,9497
58370,浦东,上海,一般站,121.53333333333333,31.233333333333334,4.4,9331,1,1,1997-01-01,2018-12-31,1997-01-01,2018-12-31,8035,8035
58377,太仓,江苏,一般站,121.11666666666666,31.433333333333334,6.0,9332,7,1,1961-01-01,1975-04-30,1961-01-01,2018-12-31,21184,5233
58401,罗田,湖北,一般站,115.4,30.783333333333335,105.8,9343,5,4,1982-11-01,2010-12-31,1959-02-01,2018-12-31,21884,10288
58402,英山,湖北,基本站,115.66666666666667,30.733333333333334,123.8,9348,4,4,1982-11-01,2018-12-31,1956-11-01,2018-12-31,22706,13210
58404,浠水,湖北,一般站,115.25,30.45,48.5,9352,5,4,1982-11-01,2009-12-31,1956-11-01,2018-12-31,22706,9923
58407,黄石,湖北,基本站,115.05,30.25,19.6,9357,6,4,1980-01-01,2000-05-31,1954-01-01,2018-12-31,23741,7457
58408,蕲春,湖北,一般站,115.43333333333334,30.233333333333334,35.1,9366,8,7,1982-11-01,2018-11-30,1959-02-01,2018-12-31,21884,13179
58409,黄梅,湖北,一般站,115.93333333333334,30.066666666666666,20.3,9373,9,6,1982-11-01,2000-09-30,1959-01-01,2018-12-31,21915,6544
58414,太湖,安徽,基本站,116.3,30.45,71.0,9380,5,4,1986-01-01,2012-12-31,1959-06-01,2018-12-31,21764,9862
58415,潜山,安徽,一般站,116.58333333333333,30.633333333333333,36.2,9383,5,2,1958-12-01,1981-04-30,1956-09-01,2018-12-31,22767,8187
58416,怀宁,安徽,一般站,116.65,30.416666666666668,15.3,9391,6,5,1980-01-01,2004-12-31,1960-01-01,2018-12-31,21550,9132
58417,宿松,安徽,一般站,116.13333333333334,30.166666666666668,54.7,9397,5,5,1981-01-01,2018-12-31,1957-01-01,2018-12-31,22645,13879
58418,望江,安徽,一般站,116.7,30.133333333333333,26.1,9399,3,2,1979-01-01,2012-12-31,1957-01-01,2018-12-31,22645,12419
58419,东至,安徽,基本站,117.01666666666667,30.1,17.6,9404,4,4,1982-01-01,2018-12-31,1957-01-01,2018-12-31,22645,13514
58420,枞阳,安徽,一般站,117.21666666666667,30.716666666666665,38.9,9407,4,3,1979-08-01,2010-12-31,1959-02-01,2018-12-31,21884,11476
58421,青阳,安徽,一般站,117.86666666666666,30.633333333333333,31.0,9412,5,4,1981-01-01,2017-12-31,1956-11-01,2018-12-31,22706,13514
58423,九华山,安徽,一般站,117.78333333333333,30.483333333333334,647.3,9414,1,1,1991-01-01,2018-12-31,1991-01-01,2018-12-31,10227,10227
58424,安庆,安徽,基本站,117.05,30.533333333333335,19.8,9421,8,7,1979-01-01,2012-12-31,1951-01-01,2018-12-31,24837,12419
58426,黄山区,安徽,一般站,118.13333333333334,30.3,193.4,9424,2,2,1972-10-01,2018-12-31,1960-07-01,2018-12-31,21368,16893
58427,池州,安徽,一般站,117.48333333333333,30.666666666666668,35.0,9428,5,4,1973-09-01,2011-12-31,1959-01-01,2018-12-31,21915,14001
58428,石台,安徽,一般站,117.48333333333333,30.216666666666665,64.7,9432,4,3,1981-09-01,2009-12-31,1967-01-01,2018-12-31,18993,10349
58429,铜陵,安徽,基本站,117.78333333333333,30.966666666666665,37.5,9439,6,5,1982-09-01,2011-12-31,1960-01-01,2018-12-31,21550,10714
58431,南陵,安徽,一般站,118.31666666666666,30.916666666666668,12.8,9444,4,3,1980-10-01,2011-12-31,1956-08-01,2018-12-31,22798,11414
58432,泾县,安徽,一般站,118.4,30.683333333333334,36.3,9448,4,3,1981-01-01,2008-12-31,1956-11-01,2018-12-31,22706,10227
58433,宣城,安徽,一般站,118.75,30.933333333333334,31.2,9453,4,4,1980-02-01,2018-12-31,1957-01-01,2018-12-31,22645,14214
58435,旌德,安徽,一般站,118.53333333333333,30.3,220.2,9455,2,2,1973-07-01,2018-12-31,1959-02-01,2018-12-31,21884,16620
58436,宁国,安徽,基本站,118.96666666666667,30.616666666666667,89.4,9457,4,2,1956-12-01,1980-12-31,1956-08-01,2018-12-31,22798,8797
58437,黄山,安徽,基准站,118.15,30.133333333333333,1840.4,9461,2,2,1959-05-01,2018-12-31,1956-01-01,2018-12-31,23011,21795
58438,绩溪,安徽,一般站,118.58333333333333,30.083333333333332,191.1,9465,4,4,1984-09-01,2018-12-31,1956-11-01,2018-12-31,22706,12540
58441,广德,安徽,一般站,119.41666666666667,30.883333333333333,48.5,9468,3,2,1986-04-01,2009-12-31,1959-04-01,2018-12-31,21825,8676
58442,郎溪,安徽,一般站,119.18333333333334,31.133333333333333,12.0,9473,5,4,1981-01-01,2011-06-30,1960-01-01,2018-12-31,21550,11138
58443,长兴,浙江,一般站,119.88333333333334,30.983333333333334,8.5,9477,5,3,1986-04-01,2001-06-30,1971-01-01,2018-12-31,17532,5570
58445,天目山,浙江,,119.41666666666667,30.35,1496.9,9480,2,1,1956-01-01,1984-12-31,1956-01-01,1998-04-30,15461,10593
58446,安吉,浙江,一般站,119.68333333333334,30.65,20.4,9483,5,2,1961-01-01,1984-12-31,1960-01-01,2018-12-31,21550,8766
58448,临安,浙江,基本站,119.73333333333333,30.3,138.6,9490,5,4,1995-01-01,2008-12-31,1966-01-01,2018-12-31,19358,5114
58449,富阳,浙江,一般站,119.95,30.05,46.5,9495,4,4,1991-01-01,2018-12-31,1954-05-01,2018-12-31,23621,10227
58450,湖州,浙江,基本站,120.08333333333333,30.85,3.0,9500,5,4,1981-01-01,2007-12-31,1957-01-01,2018-12-31,22645,9861
58451,嘉善,浙江,一般站,120.9,30.85,4.3,9504,5,3,1985-01-01,2000-12-31,1971-01-01,2018-12-31,17532,5844
58452,嘉兴,浙江,一般站,120.73333333333333,30.783333333333335,4.8,9509,7,3,1966-01-01,1984-12-31,1953-04-01,2018-12-31,24016,6940
58453,绍兴,浙江,一般站,120.63333333333334,30.0,7.0,9515,5,2,1972-06-01,2006-12-31,1960-01-01,2018-12-31,21550,12632
58454,德清,浙江,一般站,120.06666666666666,30.533333333333335,33.3,9520,5,2,1979-01-01,1995-12-31,1971-01-01,2018-12-31,17532,6209
58455,海宁,浙江,一般站,120.68333333333334,30.516666666666666,7.3,9527,6,4,1989-01-01,2003-06-30,1971-01-01,2018-12-31,17532,5294
58456,桐乡,浙江,一般站,120.53333333333333,30.633333333333333,6.8,9532,5,3,1976-12-01,1998-08-31,1971-01-01,2018-12-31,17532,7944
58457,杭州,浙江,基准站,120.16666666666667,30.233333333333334,41.7,9540,6,6,1971-01-01,2018-12-31,1951-01-01,2018-12-31,24837,17532
58458,海盐,浙江,一般站,120.93333333333334,30.516666666666666,5.8,9542,4,2,1985-01-01,2000-09-30,1972-08-01,2018-12-31,16954,5752
58459,萧山,浙江,一般站,120.31666666666666,30.2,8.0,9548,6,4,1963-07-01,1995-12-31,1955-01-01,2018-12-31,23376,11872
58460,金山,上海,一般站,121.16666666666667,30.9,4.3,9553,6,3,1980-07-01,2003-07-31,1959-02-01,2018-12-31,21884,8431
58461,青浦,上海,一般站,121.11666666666666,31.15,3.7,9561,6,4,1965-06-01,1987-12-31,1959-02-01,2018-12-31,21884,8249
58462,松江,上海,一般站,121.25,31.0,3.8,9567,7,4,1983-01-01,2003-07-31,1954-06-01,2018-12-31,23590,7517
58463,奉贤,上海,一般站,121.45,30.933333333333334,5.0,9574,5,3,1976-06-01,1996-12-31,1959-03-01,2018-12-31,21856,7519
58464,平湖,浙江,基本站,121.1,30.633333333333333,5.4,9577,3,1,1954-01-01,1984-12-31,1954-01-01,2018-12-31,23741,11323
58467,慈溪,浙江,基本站,121.16666666666667,30.266666666666666,7.1,9582,6,2,1958-04-01,1984-12-31,1954-01-01,2018-12-31,23741,9772
58468,余姚,浙江,一般站,121.15,30.066666666666666,13.4,9588,4,2,1970-10-01,2003-12-31,1961-01-01,2018-12-31,21184,12145
58472,嵊泗,浙江,基准站,122.45,30.733333333333334,79.6,9591,1,1,1959-01-01,2018-12-31,1959-01-01,2018-12-31,21915,21915
58473,嵊山,浙江,,122.81666666666666,30.733333333333334,124.6,9592,1,1,1976-04-01,1991-06-30,1976-04-01,1991-06-30,5569,5569
58474,小洋山,上海,一般站,122.05,30.633333333333333,54.4,9593,1,1,2006-07-01,2018-12-31,2006-07-01,2018-12-31,4567,4567
58477,定海,浙江,基本站,122.1,30.033333333333335,35.7,9597,4,4,1985-01-01,2018-12-31,1955-01-01,2018-12-31,23376,12418
58484,岱山,浙江,一般站,122.2,30.25,37.1,9602,5,5,2000-01-01,2018-12-31,1962-01-01,2018-12-31,20819,6940
58500,阳新,湖北,基本站,115.2,29.85,45.8,9605,8,3,1981-11-01,2015-12-31,1957-04-01,2018-12-31,22555,12479
58501,武穴,湖北,一般站,115.5,29.866666666666667,20.0,9613,10,3,1965-08-01,1979-12-31,1959-01-01,2018-12-31,21915,5266
58502,九江,江西,一般站,116.0,29.733333333333334,36.1,9627,8,7,1986-09-01,2014-12-31,1951-01-01,2018-12-31,24837,10349
58503,瑞昌,江西,一般站,115.66666666666667,29.683333333333334,23.6,9631,4,3,1984-01-01,2008-12-31,1959-01-01,2018-12-31,21915,9132
58505,九江县,江西,一般站,115.9,29.616666666666667,63.1,9633,1,1,2011-01-01,2018-12-31,2011-01-01,2018-12-31,2922,2922
58506,庐山,江西,基准站,115.98333333333333,29.583333333333332,1164.5,9637,5,4,1979-01-01,2013-12-31,1954-12-01,2018-12-31,23407,12784
58507,武宁,江西,基本站,115.11666666666666,29.25,116.0,9645,7,7,2003-12-01,2018-12-31,1957-01-01,2018-12-31,22645,5510
58508,德安,江西,一般站,115.76666666666667,29.333333333333332,41.3,9647,3,2,1978-01-01,2018-04-30,1959-01-01,2018-12-31,21915,14730
58509,永修,江西,一般站,115.81666666666666,29.05,36.6,9655,6,6,1984-01-01,2018-12-31,1955-05-01,2018-12-31,23256,12784
58510,湖口,江西,一般站,116.23333333333333,29.733333333333334,40.1,9660,7,5,1984-01-01,2016-12-31,1959-01-01,2018-12-31,21915,12054
58512,彭泽,江西,一般站,116.55,29.9,71.3,9669,7,7,1996-01-01,2018-12-31,1956-01-01,2018-12-31,23011,8401
58514,星子,江西,一般站,116.05,29.45,37.1,9672,4,3,1978-01-01,2018-04-30,1959-01-01,2018-12-31,21915,14730
58517,都昌,江西,一般站,116.2,29.266666666666666,35.5,9675,3,2,1984-01-01,2016-12-31,1958-10-01,2018-12-31,22007,12054
58519,波阳,江西,基本站,116.68333333333334,29.0,40.1,9679,4,3,1978-01-01,2018-04-30,1954-12-01,2018-12-31,23407,14730
58520,祁门,安徽,基本站,117.83333333333333,29.916666666666668,140.4,9681,3,1,1955-12-01,1981-08-31,1955-12-01,2018-12-31,23042,9406
58523,黟县,安徽,一般站,117.93333333333334,29.933333333333334,227.5,9685,2,2,1981-10-01,2018-12-31,1961-07-01,2018-12-31,21003,13606
58524,浮梁,江西,一般站,117.21666666666667,29.366666666666667,87.3,9686,1,1,2012-01-01,2018-12-31,2012-01-01,2018-12-31,2557,2557
58527,景德镇,江西,基本站,117.2,29.3,61.5,9693,7,7,1980-10-01,2018-12-31,1952-07-01,2018-12-31,24290,13971
58529,婺源,江西,一般站,117.85,29.266666666666666,80.9,9698,7,5,1978-01-01,2014-12-31,1957-01-01,2018-12-31,22645,13514
58530,歙县,安徽,一般站,118.43333333333334,29.866666666666667,168.7,9703,3,3,1983-01-01,2018-12-31,1959-02-01,2018-12-31,21884,13149
58531,屯溪,安徽,基准站,118.28333333333333,29.716666666666665,142.7,9708,5,5,1984-01-01,2018-12-31,1953-01-01,2018-12-31,24106,12784
58534,休宁,安徽,一般站,118.18333333333334,29.783333333333335,170.5,9709,2,1,1959-02-01,2002-09-30,1959-02-01,2018-12-31,21884,15948
58537,开化,浙江,一般站,118.4,29.166666666666668,155.3,9712,4,2,1960-10-01,1985-06-30,1958-01-01,2018-12-31,22280,9039
58542,桐庐,浙江,一般站,119.68333333333334,29.816666666666666,45.4,9717,4,3,1965-01-01,2005-12-31,1959-01-01,2018-12-31,21915,14975
58543,淳安,浙江,基本站,119.01666666666667,29.616666666666667,171.4,9720,2,2,1977-05-01,2018-12-31,1959-01-01,2018-12-31,21915,15220
58544,建德,浙江,一般站,119.26666666666667,29.483333333333334,88.9,9721,1,1,1957-01-01,2018-12-31,1957-01-01,2018-12-31,22645,22645
58546,浦江,浙江,一般站,119.88333333333334,29.466666666666665,83.7,9722,2,1,1968-01-01,2006-06-30,1968-01-01,2018-12-31,18628,14061
58547,龙游,浙江,一般站,119.18333333333334,29.033333333333335,66.2,9724,3,1,1972-07-01,2017-11-30,1972-07-01,2018-12-31,16985,16589
58548,兰溪,浙江,一般站,119.46666666666667,29.216666666666665,50.2,9727,2,1,1960-01-01,2018-02-28,1960-01-01,2018-12-31,21550,21244
58549,金华,浙江,基本站,119.65,29.116666666666667,62.6,9731,3,3,1983-05-01,2018-12-31,1953-01-01,2018-12-31,24106,13029
